Gene	Inheritance_model
COL5A1	AD
EDSCL1	AD
FMDMF	AD
MRPS2	AR
COXPD36	AR
SOHLH1	AD,AR
NOHLH	AD,AR
TEB2	AD,AR
ODG5	AD,AR
SPGF32	AD,AR
KCNT1	AD
KIAA1422	AD
DEE14	AD
ENFL5	AD
LHX3	AR
CPHD3	AR
CARD9	AR
CANDF2	AR
PMPCA	AR
KIAA0123	AR
SCAR2	AR
INPP5E	AR
MORMS	AR
JBTS1	AR
CORS1	AR
NOTCH1	AD
TAN1	AD
AOS5	AD
AOVD1	AD
AGPAT2	AR
LPAAB	AR
BSCL	AR
BSCL1	AR
ABCA2	AR
ABC2	AR
IDPOGSA	AR
MAN1B1	AR
MRT15	AR
GRIN1	AD,AR
NMDAR1	AD,AR
NDHMSR	AD,AR
NDHMSD	AD,AR
TPRN	AR
C9orf75	AR
DFNB79	AR
SLC34A3	AR
NPTIIC	AR
HHRH	AR
TUBB4B	AD
TUBB2C	AD
LCAEOD	AD
NSMF	AD
NELF	AD
HH9	AD
EHMT1	AD
EUHMTASE1	AD
KMT1D	AD
DEL9q34	AD
KLEFS1	AD
CACNA1B	AR
CACNL1A5	AR
NEDNEH	AR
TUBB8	AD,AR
OOMD2	AD,AR
ZMYND11	AD
BS69	AD
BRAM1	AD
MRD30	AD
WDR37	AD
NOCGUS	AD
AKR1C2	AR
DD2	AR
HAKRD	AR
SRXY8	AR
IL2RA	AR
CD25	AR
IL2R	AR
IDDM10	AR
IMD41	AR
GATA3	AD
HDR	AD
HDRS	AD
DHTKD1	AD,AR
KIAA1630	AD,AR
AAKAD	AD,AR
CMT2Q	AD,AR
OPTN	AD
GLC1E	AD
FIP2	AD
HYPL	AD
NRP	AD
ALS12	AD
MCM10	AR
CNA43	AR
IMD80	AR
PHYH	AR
PAHX	AR
FRMD4A	AR
KIAA1294	AR
CCAFCA	AR
DCLRE1C	AR
ARTEMIS	AR
SCIDA	AR
ITGA8	AR
RHDA1	AR
CUBN	AR
IFCR	AR
IGS1	AR
VIM	AD
CTRCT30	AD
AF10	AD,SM
PTF1A	AR
PACA	AR
PAGEN2	AR
MYO3A	AR
DFNB30	AR
PDSS1	AR
TPT	AR
COQ1	AR
COQ10D2	AR
ANKRD26	AD
KIAA1074	AD
THC2	AD
YME1L1	AR
YME1L	AR
PAMP	AR
OPA11	AR
ACBD5	AR
KIAA1996	AR
RDLKD	AR
RAB18	AR
WARBM3	AR
ARMC4	AR
CILD23	AR
WAC	AD
KIAA1844	AD
DESSH	AD
DFNB33	AR
SVIL	AR
MFM10	AR
MTPAP	AR
PAPD1	AR
SPAX4	AR
USH1K	AR
BMS1	AD
BMS1L	AD
KIAA0187	AD
ACC	AD
RET	AD
MEN2A	AD
HSCR1	AD
GDF2	AD
BMP9	AD
HHT5	AD
RBP3	AR
RP66	AR
HYPT9	AR
ERCC6	AD,AR
CKN2	AD,AR
COFS1	AD,AR
CSB	AD,AR
ARMD5	AD,AR
UVSS1	AD,AR
POF11	AD,AR
CHAT	AR
CMS6	AR
SLC18A3	AR
VACHT	AR
CMS21	AR
PRKG1	AD
PRKG1B	AD
PRKGR1B	AD
AAT8	AD
MYP15	AD
PCDH15	AR,DR
DFNB23	AR,DR
USH1F	AR,DR
TFAM	AR
TCF6L2	AR
TCF6L1	AR
TCF6L3	AR
MTTF1	AR
TCF6	AR
MTDPS15	AR
ANK3	AR
MRT37	AR
HCFP2	AD
HWE1	AD
EGR2	AD,AR
KROX20	AD,AR
CTNNA3	AD
ARVD13	AD
DNAJC12	AR
JDP1	AR
HPANBH4	AR
MYPN	AD,AR
CMD1DD	AD,AR
CMH22	AD,AR
RCM4	AD,AR
NEM11	AD,AR
ATOH7	AR
PHPVAR	AR
NCRNA	AR
DNA2	AD,AR
DNA2L	AD,AR
KIAA0083	AD,AR
PEOA6	AD,AR
SCKL8	AD,AR
ATFB1	AD
SPG27	AR
KIFBP	AR
KIAA1279	AR
HK1	AD,AR
HKD	AD,AR
HMSNR	AD,AR
RP79	AD,AR
NEDVIBA	AD,AR
NEUROG3	AR
NGN3	AR
ATOH5	AR
COL13A1	AR
CMS19	AR
NODAL	AD
HTX5	AD
PRF1	AR
HPLH2	AR
FLH2	AR
SGPL1	AR
SPL	AR
NPHS14	AR
PCBD1	AR
DCOH	AR
SLC29A3	AR
ENT3	AR
PHID	AR
HCLAP	AR
CDH23	AR,DR
USH1D	AR,DR
DFNB12	AR,DR
PITA5	AR,DR
PSAP	AR
SAP1	AR
CHST3	AR
C6ST	AR
C6ST1	AR
HSD	AR
ASCC1	AR
p50	AR
SMABF2	AR
MICU1	AR
CBARA1	AR
MPXPS	AR
FAM149B1	AR
KIAA0974	AR
JBTS36	AR
MRPS16	AR
COXPD2	AR
CFAP70	AR
TTC18	AR
SPGF41	AR
CAMK2G	AD
CAMKG	AD
MRD59	AD
PLAU	AD
URK	AD
QPD	AD
BDPLT5	AD
VCL	AD
CMD1W	AD
CMH15	AD
ADK	AR
KAT6B	AD
MYST4	AD
MORF	AD
GTPTS	AD
LRMDA	AR
C10orf11	AR
OCA7	AR
KCNMA1	AD,AR
SLO	AD,AR
PNKD3	AD,AR
CADEDS	AD,AR
IEG16	AD,AR
LIWAS	AD,AR
POLR3A	AR
RPC1	AR
RPC155	AR
ADDH	AR
HLD7	AR
WDRTS	AR
RPS24	AD
DBA3	AD
ZMIZ1	AD
RAI17	AD
KIAA1224	AD
ZIMP10	AD
NEDDFSA	AD
SFTPA2	AD
SPA2	AD
COLEC5	AD
NUTM2B-AS1	AD
OPML1	AD
ANXA11	AD
ANX11	AD
ALS23	AD
MAT1A	AD,AR
MATA1	AD,AR
SAMS1	AD,AR
CDHR1	AR
PCDH21	AR
PRCAD	AR
CORD15	AR
RP65	AR
LDB3	AD
ZASP	AD
CYPHER	AD
KIAA01613	AD
MFM4	AD
CMD1C	AD
CMH24	AD
LVNC3	AD
BMPR1A	AD
ACVRLK3	AD
ALK3	AD
GLUD1	AD
PAPSS2	AR
ATPSK2	AR
BCYM4	AR
ATAD1	AR
THORASE	AR
HKPX4	AR
PTEN	AD
MMAC1	AD
GLM2	AD
CWS1	AD
LIPN	AR
LIPL4	AR
ARCI8	AR
LI4	AR
ACTA2	AD
ACTSA	AD
AAT6	AD
MYMY5	AD
FAS	AD
TNFRSF6	AD
APT1	AD
CD95	AD
ALPS1A	AD
LIPA	AR
CESD	AR
SLC16A12	AD
MCT12	AD
CTRCT47	AD
KIF11	AD
KNSL1	AD
MCLMR	AD
CYP26C1	AR
FFDD4	AR
MYOF	AD
FER1L3	AD
HAE7	AD
CEP55	AR
MARCH	AR
RBP4	AD,AR
RDCCAS	AD,AR
MCOPCB10	AD,AR
PDE6C	AR
PDEA2	AR
COD4	AR
LGI1	AD
EPT	AD
ADLTE	AD
ADPEAF	AD
PLCE1	AR
KIAA1516	AR
NPHS3	AR
HELLS	AR
LSH	AR
ICF4	AR
CYP2C	AR
CYP2C19	AR
CYP2C9	AD
CMTDIA	AD
SHFM3	AD
SHSF3	AD
DUP10q24	AD
C10DUPq24	AD
ALDH18A1	AD,AR
PYCS	AD,AR
GSAS	AD,AR
ARCL3A	AD,AR
SPG9A	AD,AR
SPG9B	AD,AR
ADCL3	AD,AR
TCTN3	AR
TECT3	AR
C10orf61	AR
OFD4	AR
JBTS18	AR
ENTPD1	AR
CD39	AR
SPG64	AR
BLNK	AR
SLP65	AR
AGM4	AR
EXOSC1	AR
CSL4	AR
PCH1F	AR
HOGA1	AR
DHDPSL	AR
HP3	AR
ZFYVE27	AD
SPG33	AD
HPS1	AR
HPSE2	AR
HPA2	AR
UFS1	AR
COX15	AR
MC4DN6	AR
ABCC2	AR
CMOAT	AR
DNMBP	AR
TUBA	AR
KIAA1010	AR
CTRCT48	AR
CPN1	AR
SCPN	AR
CPN	AR
ERLIN1	AR
SPG62	AR
CWF19L1	AR
C19L1	AR
SCAR17	AR
NDUFB8	AR
MC1DN32	AR
PAX2	AD
PAPRS	AD
FSGS7	AD
TWNK	AD,AR
C10orf2	AD,AR
TWINKLE	AD,AR
PEOA3	AD,AR
IOSCA	AD,AR
MTDPS7	AD,AR
PRLTS5	AD,AR
PDZD7	AR
DFNB57	AR
ECTD5	AR
FGF8	AD
HH6	AD
HPS6	AR
RU	AR
PITX3	AD,AR
CTPP4	AD,AR
CTRCT11	AD,AR
ASGD1	AD,AR
NFKB2	AD
LYT10	AD
CVID10	AD
SUFU	AD,AR,SM
SUFUXL	AD,AR,SM
SUFUH	AD,AR,SM
JBTS32	AD,AR,SM
ARL3	AD,AR
ARFL3	AD,AR
JBTS35	AD,AR
RP83	AD,AR
CYP17A1	AR
CYP17	AR
P450C17	AR
CNNM2	AD,AR
ACDP2	AD,AR
HOMG6	AD,AR
HOMGSMR	AD,AR
NT5C2	AR
NT5B	AR
PNT5	AR
SPG45	AR
ATP5MD	AR
USMG5	AR
DAPIT	AR
MC5DN6	AR
STN1	AR
OBFC1	AR
AAF44	AR
COL17A1	AD,AR
BPAG2	AD,AR
ERED	AD,AR
CFAP43	AD,AR
WDR96	AD,AR
C10orf79	AD,AR
SPGF19	AD,AR
HYDNP1	AD,AR
ADD3	AR
ADDL	AR
SMC3	AD
CSPG6	AD
HCAP	AD
BAM	AD
CDLS3	AD
RBM20	AD
BBIP1	AR
NCRNA00081	AR
BBIP10	AR
BBS18	AR
SHOC2	AD
SIAA0862	AD
SOC2	AD
SUR8	AD
NSLH1	AD
NHLRC2	AR
FINCA	AR
PNLIP	AR
PNLIPD	AR
VAX1	AR
MCOPS11	AR
SLC18A2	AR
VAT2	AR
SVMT	AR
PKDYS2	AR
CORD17	AD
DEL10q26	AD
C10q26DEL	AD
NANOS1	AD
NOS1	AD
SPGF12	AD
SFXN4	AR
COXPD18	AR
BAG3	AD
MFM6	AD
WDR11	AD
DR11	AD
KIAA1351	AD
BRWD2	AD
HH14	AD
FGFR2	AD
BEK	AD
CFD1	AD
JWS	AD
TK14	AD
BBDS	AD
HTRA1	AD,AR
PRSS11	AD,AR
ARMD7	AD,AR
CARASIL	AD,AR
CADASIL2	AD,AR
ACADSB	AR
SBCAD	AR
OAT	AR
GACR	AR
MMP21	AR
HTX7	AR
UROS	AR
EBF3	AD
COE3	AD
HADDS	AD
NKX6-2	AR
NKX6B	AR
NKX6.2	AR
SPAX8	AR
TUBGCP2	AR
GCP2	AR
GRIP103	AR
SPC97	AR
ALP4	AR
PAMDDFS	AR
ECHS1	AR
SCEH	AR
ECHS1D	AR
SYCE1	AR
POF12	AR
SPGF15	AR
DEL11p15p14	AR
C11DELp15p14	AR
IH	AD
HHP	AD
NNO1	AD
IFITM5	AD
OI5	AD
LRRC56	AR
CILD39	AR
HRAS	AD
IRF7	AR
IRF7A	AR
IRF7B	AR
IRF7C	AR
IRF7H	AR
IMD39	AR
DEAF1	AD,AR
SPN	AD,AR
ZMYND5	AD,AR
VSVS	AD,AR
NEDHELS	AD,AR
EPS8L2	AR
EPS8R2	AR
DFNB106	AR
TALDO1	AR
SLC25A22	AR
GC1	AR
DEE3	AR
PNPLA2	AR
TTS2	AR
ATGL	AR
CTSD	AR
CPSD	AR
CLN10	AR
TNNI2	AD
AMCD2B	AD
DA2B1	AD
FSSV	AD
TNNT3	AD
DA2B2	AD
ICR1	AD,SM
BWS	AD,SM
WT2	AD,SM
SRS1	AD,SM
IGF2	AD
GRDF	AD
SRS3	AD
INS	AD,AR
MODY10	AD,AR
IDDM2	AD,AR
PNDM4	AD,AR
TH	AR
TYH	AR
CD81	AR
TAPA1	AR
CVID6	AR
KCNQ1	AD,AR
KCNA9	AD,AR
LQT1	AD,AR
KVLQT1	AD,AR
ATFB3	AD,AR
SQT2	AD,AR
KCNQ1OT1	AD
LIT1	AD
CDKN1C	AD
KIP2	AD,AR
IMAGE	AD
CARS1	AR
CARS	AR
MDBH	AR
PGAP2	AR
FRAG1	AR
HPMRS3	AR
MRT17	AR
MRT21	AR
STIM1	AD,AR
TAM1	AD,AR
IMD10	AD,AR
STRMK	AD,AR
HBB	AD,AR
ECYT6	AD,AR
HBG1	AD
HBG2	AD
TNCY	AD
SMPD1	AR
NPD	AR
TPP1	AR
CLN2	AR
SCAR7	AR
DCHS1	AD,AR
PCDH16	AD,AR
FIB1	AD,AR
CDH19	AD,AR
VMLDS1	AD,AR
MVP2	AD,AR
EIF3F	AR
EIF3S5	AR
MRT67	AR
TUB	AR
RDOB	AR
DENND5A	AR
RAB6IP1	AR
KIAA1091	AR
DEE49	AR
SBF2	AR
MTMR13	AR
CMT4B2	AR
TEAD1	AD
TCF13	AD
REF1	AD
PTH	AD,AR
FIH1	AD,AR
FAR1	AD,AR
MLSTD2	AD,AR
PFCRD	AD,AR
CSPSD	AD,AR
RRAS2	AD
TC21	AD
NS12	AD
COPB1	AR
COPB	AR
BARMACS	AR
CYP2R1	AR
SOX6	AD
TOLCAS	AD
PIK3C2A	AR
CPK	AR
OCSKD	AR
KCNJ11	AD,AR
BIR	AD,AR
PHHI	AD,AR
HHF2	AD,AR
TNDM3	AD,AR
MODY13	AD,AR
PNDM2	AD,AR
ABCC8	AD,AR
SUR	AD,AR
SUR1	AD,AR
HHF1	AD,AR
TNDM2	AD,AR
PNDM3	AD,AR
USH1C	AR
DFNB18A	AR
OTOG	AR
OTGN	AR
DFNB18B	AR
MYOD1	AR
MYF3	AR
MYODRIF	AR
KCNC1	AD
EPM7	AD
HPS5	AR
KIAA1017	AR
LDHA	AR
LDH1	AR
GSD11	AR
CSRP3	AD
CRP3	AD
CLP	AD
CMD1M	AD
CMH12	AD
SLC6A5	AD,AR
GLYT2	AD,AR
HKPX3	AD,AR
ANO5	AD,AR
TMEM16E	AD,AR
GDD1	AD,AR
LGMDR12	AD,AR
FANCF	AR
ANO3	AD
TMEM16C	AD
C11orf25	AD
DYT24	AD
DFNA59	AD
SPG41	AD
KCNA4	AR
KCNA8	AR
MCIDDS	AR
FSHB	AR
HH24	AR
CANDF3	AD
CANDN1	AD
FCNC	AD
DEL11p13	AD,SM
C11DELp13	AD,SM
WAGR	AD,SM
DFNB51	AR
EVR3	AD
MRT23	AR
ELP4	AD
PAX6NEB	AD
AN2	AD
PAX6	AD
MGDA	AD
FVH1	AD
ASGD5	AD
WT1	AD,SM
NPHS4	AD,SM
CD59	AR
MIC11	AR
PDHX	AR
PDX1	AR
E3BP	AR
PDHXD	AR
SLC1A2	AD
EAAT2	AD
DEE41	AD
TRIM44	AD
AN3	AD
RAG1	AR
RAG2	AR
PSS	AD
EXT2	AD,AR
SSMS	AD,AR
ALX4	AD,AR
PFM2	AD,AR
FPP	AD,AR
FND2	AD,AR
CRS5	AD,AR
SLC35C1	AR
FUCT1	AR
CDG2C	AR
PEX16	AR
PBD8A	AR
PBD8B	AR
PHF21A	AD
BHC80	AD
KIAA1696	AD
IDDBCS	AD
CREB3L1	AR
OASIS	AR
OI16	AR
ZNF408	AD,AR
EVR6	AD,AR
RP72	AD,AR
F2	AD,AR
THPH1	AD,AR
RPRGL2	AD,AR
LRP4	AD,AR
MEGF7	AD,AR
CLSS	AD,AR
SOST2	AD,AR
CMS17	AD,AR
DDB2	AR
ACP2	AR
DENN	AR
NEDDISH	AR
DEEAH	AR
MYBPC3	AD,AR
CMH4	AD,AR
CMD1MM	AD,AR
LVNC10	AD,AR
SLC39A13	AR
ZIP13	AR
EDSSPD3	AR
PSMC3	AR
TBP1	AR
DCIDP	AR
RAPSN	AR
CMS1D	AR
CMS11	AR
FADS2	AR
NDUFS3	AR
MC1DN8	AR
NUP160	AR
KIAA0197	AR
NPHS19	AR
SCA20	AD
DUP11q12	AD
C11DUPq12	AD
C1NH	AD,AR
HAE1	AD,AR
HAE2	AD,AR
SERPING1	AD,AR
CLP1	AR
HEAB	AR
PCH10	AR
TMX2	AR
NEDMCMS	AR
CTNND1	AD
CTNND	AD
BCDS2	AD
FAM111B	AD
POIKTMP	AD
FAM111A	AD
KIAA1895	AD
KCS2	AD
GCLEB	AD
MPEG1	AD
MPG1	AD
IMD77	AD
CBLIF	AR
GIF	AR
IF	AR
MS4A1	AR
CD20	AR
CVID5	AR
ZP1	AR
OOMD1	AR
TKFC	AR
DAK	AR
TKFCD	AR
TMEM138	AR
JBTS16	AR
TMEM216	AR
JBTS2	AR
CORS2	AR
MKS2	AR
SDHAF2	AD
SDH5	AD
PGL2	AD
MYRF	AD
C11orf9	AD
KIAA0954	AD
MMERV	AD
CUGS	AD
BEST1	AD
VMD2	AD
ARB	AD
RP50	AD
FTH1	AD
FTHL6	AD
HFE5	AD
ROM1	AD,AR
ROSP1	AD,AR
B3GAT3	AR
GLCATI	AR
JDSCD	AR
GANAB	AD
PKD3	AD
UQCC3	AR
C11orf83	AR
MC3DN9	AR
BSCL2	AD,AR
SPG17	AD,AR
HMN5	AD,AR
PELD	AD,AR
HMN5C	AD,AR
OTDD	AD
DEL11q13	AD
C11DELq13	AD
SMAR	AR
ATL3	AD
HSN1F	AD
COX8A	AR
MC4DN15	AR
FERMT3	AR
KIND3	AR
URP2	AR
MIG2B	AR
PLCB3	AR
SMDCD	AR
KCNK4	AD
TRAAK	AD
FHEIG	AD
SLC22A12	AR
OAT4L	AR
URAT1	AR
RASGRP2	AR
CDC25L	AR
PYGM	AR
MEN1	AD
ARL2	AD
MRCS1	AD
VPS51	AR
PCH13	AR
CAPN1	AR
SPG76	AR
DPF2	AD
REQ	AD
UBID4	AD
CSS7	AD
SCYL1	AR
NTKL	AR
SCAR21	AR
LTBP3	AD,AR
LTBP2	AD,AR
DASS	AD,AR
GPHYSD3	AD,AR
RELA	AD
NFKB3	AD
CMCU	AD
RNASEH2C	AR
AYP1	AR
FLJ20974	AR
AGS3	AR
EFEMP2	AR
FBLN4	AR
UPH1	AR
ARCL1B	AR
FIBP	AR
TROFAS	AR
BANF1	AR
BAF	AR
NGPS	AR
CST6	AR
ECTD15	AR
CATSPER1	AR
CATSPER	AR
SPGF7	AR
PACS1	AD
SHMS	AD
MRD17	AD
KLC2	AR
SPOAN	AR
B4GAT1	AR
B3GNT1	AR
IGNT	AR
IGAT	AR
MDDGA13	AR
BBS1	AR,DR
CTSF	AR
CLN13	AR
SPTBN2	AD,AR
SCA5	AD,AR
SCAR14	AD,AR
C11orf80	AR
HYDM4	AR
CLCF1	AR
BSF3	AR
CLC	AR
CISS2	AR
CABP4	AR
CRSD	AR
CSNB2B	AR
AIP	AD,SM
XAP2	AD,SM
ARA9	AD,SM
PITA1	AD,SM
CABP2	AR
DFNB93	AR
NDUFV1	AR
UQOR1	AR
MC1DN4	AR
NDUFS8	AR
MC1DN2	AR
TCIRG1	AR
TIRC7	AR
OC116	AR
OPTB1	AR
KMT5B	AD
SUV420H1	AD
CGI85	AD
MRD51	AD
LRP5	AD,AR
BMND1	AD,AR
LRP7	AD,AR
LR3	AD,AR
OPPG	AD,AR
VBCH2	AD,AR
OPTA1	AD,AR
EVR4	AD,AR
PCLD4	AD,AR
GAL	AD
GALN	AD
GLNN	AD
ETL8	AD
CPT1A	AR
IGHMBP2	AR
SMUBP2	AR
CATF1	AR
SMARD1	AR
HMN6	AR
CMT2S	AR
FGF3	AR
INT2	AR
FADD	AR
DHCR7	AR
SLOS	AR
NADSYN1	AR
VCRL3	AR
LRTOMT	AR
LRTOMT1	AR
LRTOMT2	AR
DFNB63	AR
FOLR1	AR
NCFTD	AR
INPPL1	AR
OPSMD	AR
PHOX2A	AR
ARIX	AR
CFEOM2	AR
CLPB	AR
SKD3	AR
MGCA7	AR
MEGCANN	AR
PDE2A	AR
IDDPADS	AR
RELT	AR
TNFRSF19L	AR
AI3C	AR
DNAJB13	AR
TSARG6	AR
CILD34	AR
C2CD3	AR
OFD14	AR
LIPT2	AR
SERPINH1	AR
SERPINH2	AR
PPROM	AR
CBP2	AR
CBP1	AR
OI10	AR
LRRC32	AR
GARP	AR
D11S833E	AR
CPPRDD	AR
ACER3	AR
APHC	AR
PHCA	AR
PLDECO	AR
CAPN5	AD
HTRA3	AD
VRNI	AD
MYO7A	AD,AR
USH1B	AD,AR
DFNB2	AD,AR
DFNA11	AD,AR
PAK1	AD
IDDMSSD	AD
NDUFC2	AR
MC1DN36	AR
ALG8	AD,AR
CDG1H	AD,AR
PCLD3	AD,AR
NARS2	AR
COXPD24	AR
DFNB94	AR
TENM4	AD
ODZ4	AD
TNM4	AD
DOC4	AD
KIAA1302	AD
ETM5	AD
TMEM126B	AR
MC1DN29	AR
TMEM126A	AR
OPA7	AR
EED	AD
WAIT1	AD
COGIS	AD
HIKESHI	AR
C11orf73	AR
HLD13	AR
FZD4	AD
EVR1	AD
CTSC	AR
CPPI	AR
PALS	AR
PLS	AR
HMS	AR
PDON1	AR
JPD	AR
TYR	AR
SHEP3	AR
OCA1A	AR
ATN	AR
MED17	AR
CRSP6	AR
CRSP77	AR
TRAP80	AR
DRIP80	AR
HEPHL1	AR
ZP	AR
HJDD	AR
PANX1	AD
PX1	AD
OOMD7	AD
MRE11A	AR
MRE11	AR
ATLD	AR
CEP57	AR
PIG8	AR
TSP57	AR
KIAA0092	AR
MVA2	AR
MTMR2	AR
CMT4B1	AR
ANC	AD
PGR	AR
TRPC6	AD
TRP6	AD
FSGS2	AD
CFAP300	AR
C11orf70	AR
CILD38	AR
YAP1	AD
COB1	AD
MMP20	AR
AI2A2	AR
MMP13	AD,AR
CLG3	AD,AR
MANDP1	AD,AR
MDST	AD,AR
DYNC2H1	AR,DR
DNCH2	AR,DR
DHC2	AR,DR
ATD3	AR,DR
SRPS2B	AR,DR
SRTD3	AR,DR
GRIA4	AD
GLUR4	AD
NEDSGA	AD
ALKBH8	AR
ABH8	AR
MRT71	AR
ACAT1	AR
ATM	AR
ATA	AR
EXPH5	AR
SLAC2B	AR
KIAA0624	AR
RDX	AR
DFNB24	AR
GTS	AD
BTG4	AR
PC3B	AR
OOMD8	AR
ALG9	AR
DIBD1	AR
CDG1L	AR
GIKANIS	AR
CRYAB	AD,AR
CRYA2	AD,AR
CTPP2	AD,AR
CMD1II	AD,AR
CTRCT16	AD,AR
MFM2	AD,AR
DLAT	AR
PDCE2	AR
SDHD	AD,AR
PGL1	AD,AR
MC2DN3	AD,AR
PTS	AR
TTC12	AR
TPARM	AR
CILD45	AR
ZBTB16	AR
ZNF145	AR
PLZF	AR
ZPR1	AR
ZNF259	AR
GKAF	AR
APOA5	AD
APOA1	AD
HPALP2	AD
SIK3	AR
KIAA0999	AR
SEMDK	AR
CEP164	AR
KIAA1052	AR
FXYD2	AD
ATP1G1	AD
HOMG2	AD
IL10RA	AR
IL10R	AR
IBD28	AR
SCN4B	AD
LQT10	AD
ATFB17	AD
SCN2B	AD
ATFB14	AD
MPZL2	AR
EVA1	AR
DFNB111	AR
CD3E	AR
IMD18	AR
CD3D	AR
T3D	AR
IMD19	AR
CD3G	AR
IMD17	AR
KMT2A	AD
MLL	AD
HRX	AD
WDSTS	AD
ARCN1	AD
SRMMD	AD
TREH	AR
TREHD	AR
DDX6	AD
HLR2	AD
IDDILF	AD
TRAPPC4	AR
NEDESBA	AR
SLC37A4	AR
G6PT1	AR
HYOU1	AR
IMD59	AR
VPS11	AR
HLD12	AR
HMBS	AD
PBGD	AD
UPS	AD
DPAGT1	AR
DPAGT2	AR
CDG1J	AR
CMSTA2	AR
CMS13	AR
CBL	AD,SM
CBL2	AD,SM
NSLL	AD,SM
C1QTNF5	AD
CTRP5	AD
LORD	AD
MFRP	AR
MCOP5	AR
NNO2	AR
NECTIN1	AR
PVRL1	AR
HVEC	AR
PVRR1	AR
PRR1	AR
ED4	AR
OFC7	AR
CLPED1	AR
TECTA	AD,AR
DFNA8	AD,AR
DFNA12	AD,AR
DFNB21	AD,AR
SC5D	AR
ERG3	AR
CLMP	AR
ASAM	AR
ACAM	AR
CSBS	AR,XD,XL,XR
SCN3B	AD
SCNB3	AD
BRGDA7	AD
ATFB16	AD
MRD4	AD
ROBO3	AR
RBIG1	AR
RIG1	AR
HGPPS1	AR
ROBO4	AD
AOVD3	AD
HEPACAM	AD,AR
MLC2A	AD,AR
MLC2B	AD,AR
STT3A	AR
ITM1	AR
TMC	AR
HYLS1	AR
FLJ32915	AR
PUS3	AR
MRT55	AR
NEDMIGS	AR
CDON	AD
CDO	AD
HPE11	AD
FOXRED1	AR
MC1DN19	AR
DCPS	AR
HINT5	AR
DCS1	AR
ARS	AR
FLI1	AD,AR
BDPLT21	AD,AR
KCNJ1	AR
ROMK1	AR
KCNJ5	AD
GIRK4	AD
KATP1	AD
LQT13	AD
ST14	AR
MTSP1	AR
ARCI11	AR
DFNB20	AR
JAM3	AR
NCAPD3	AR
CAPD3	AR
KIAA0056	AR
MCPH22	AR
ACAD8	AR
WNK1	AD,AR
PRKWNK1	AD,AR
KDP	AD,AR
PHA2C	AD,AR
HSAN2	AD,AR
HSN2	AD,AR
CACNA2D4	AR
RCD4	AR
CACNA1C	AD
CACNL1A1	AD
CCHL1A1	AD
TS. LQT8	AD
CCND2	AD
MPPH3	AD
FGF23	AD,AR
ADHR	AD,AR,XR
HPDR2	AD,AR
PHPTC	AD,AR
HFTC2	AD,AR
C12orf4	AR
NDUFA9	AR
MC1DN26	AR
KCNA1	AD
AEMK	AD
EA1	AD
KCNA5	AD
ATFB7	AD
VWF	AD,AR
F8VWF	AD,AR
TNFRSF1A	AD
TNFR1	AD
TNFAR	AD
FPF	AD
MS5	AD
SCNN1A	AD,AR
BESC2	AD,AR
LIDLS3	AD,AR
CD27	AR
TNFRSF7	AR
S152. LPFS2	AR
VAMP1	AD,AR
SYB1	AD,AR
SPAX1	AD,AR
CMS25	AD,AR
NCAPD2	AR
CNAP1	AR
KIAA0159	AR
MCPH21	AR
CHD4	AD
SIHIWES	AD
CD4	AR
OKT4D	AR
IMD79	AR
GNB3	AR
CSNB1H	AR
TPI1	AR
TPID	AR
ATN1	AD
DRPLA	AD
HRS	AD
NOD	AD
CHEDDA	AD
C12orf57	AR
C10	AR
TEMTYS	AR
EMG1	AR
NEP1	AR
C2F	AR
BWCNS	AR
C1S	AD
EDSPD2	AD
C1R	AD
EDSPD1	AD
PEX5	AR
PXR1	AR
PTS1R	AR
PBD2A	AR
PBD2B	AR
RCDP5	AR
GDF3	AD
KFS3	AD
MCOP7	AD
NECAP1	AR
DEE21	AR
AICDA	AR
AID	AR
HIGM2	AR
MFAP5	AD
MAGP2	AD
AAT9	AD
PHC1	AR
EDR1	AR
HPH1	AR
RAE28	AR
MCPH11	AR
DFNB62	AR
CLEC7A	AR
CLECSF12	AR
DECTIN1	AR
CANDF4	AR
ETV6	AD
TEL	AD
THC5	AD
LRP6	AD
ADCAD2	AD
STHAG7	AD
CDKN1B	AD
KIP1	AD
CDKN4	AD
MEN4	AD
GRIN2B	AD
NMDAR2B	AD
MRD6	AD
DEE27	AD
GUCY2C	AD,AR
GUC2C	AD,AR
DIAR6	AD,AR
MECIL	AD,AR
WBP11	AD
NPWBP	AD
SIPP1	AD
VCTERL	AD
MGP	AR
PDE6H	AD,AR
RCD3	AD,AR
ACHM6	AD,AR
PTPRO	AR
GLEPP1	AR
NPHS6	AR
EPS8	AR
DFNB102	AR
PLCZ1	AR
SPGF17	AR
PDE3A	AD
HTNB	AD
SLCO1B3	DR
OATP8	DR
OATP1B3	DR
SLC21A8	DR
HBLRR	DR
SLCO1B1	DR
LST1	DR
OATP2	DR
OATPC	DR
OATP1B1	DR
PYROXD1	AR
MFM8	AR
GYS2	AR
ABCC9	AD
SUR2	AD
CMD1O	AD
ATFB12	AD
CANTU	AD
SOX5	AD
LAMSHF	AD
KRAS	AD
KRAS2	AD
RASK2	AD
NS	AD
CFC2	AD
RALD	AD
OES	AD
AD5	AD
ARCI7	AR
ITPR2	AR
ANHD	AR
PTHLH	AD
BDE2	AD
DDX11	AR
CHLR1	AR
